PO_ID,Supplier,Order_Date,Delivery_Date,Year_Month,Year,Item_Category,Order_Status,Quantity,Unit_Price,Negotiated_Price,Defective_Units,Compliance,Total_Spend,Total_Negotiated,Savings,Savings_Pct,Defect_Rate_Pct,Is_Compliant,Is_Delivered,Is_Cancelled,Lead_Time_Days,Risk_Tier
PO-00142,Epsilon_Group,2022-03-07,2022-03-12,2022-03,2022,MRO,Delivered,1572,57.38,49.32,40,Yes,90201.36,77531.04,12670.32,14.05,2.54,1,1,0,5,Low
PO-00143,Gamma_Co,2023-01-30,2023-02-09,2023-01,2023,Electronics,Delivered,642,91.9,81.49,26,Yes,58999.8,52316.58,6683.22,11.33,4.05,1,1,0,10,Low
PO-00144,Epsilon_Group,2023-01-26,2023-02-04,2023-01,2023,Office Supplies,Delivered,441,63.25,54.12,16,Yes,27893.25,23866.92,4026.33,14.43,3.63,1,1,0,9,Low
PO-00145,Epsilon_Group,2023-09-03,2023-09-19,2023-09,2023,Office Supplies,Delivered,1748,66.53,57.11,0,Yes,116294.44,99828.28,16466.16,14.16,0.0,1,1,0,16,Low
PO-00146,Gamma_Co,2023-04-25,,2023-04,2023,Electronics,Pending,468,95.57,91.8,24,Yes,44726.76,42962.4,1764.36,3.94,5.13,1,0,0,,Medium
PO-00147,Beta_Supplies,2023-06-26,2023-07-14,2023-06,2023,Raw Materials,Delivered,338,50.25,46.28,49,No,16984.5,15642.64,1341.86,7.9,14.5,0,1,0,18,High
PO-00148,Gamma_Co,2022-09-15,2022-09-22,2022-09,2022,Office Supplies,Delivered,428,22.94,21.52,26,Yes,9818.32,9210.56,607.76,6.19,6.07,1,1,0,7,Medium
PO-00149,Beta_Supplies,2023-07-21,,2023-07,2023,Packaging,Delivered,1846,13.72,12.62,216,Yes,25327.12,23296.52,2030.6,8.02,11.7,1,1,0,,High
PO-00150,Epsilon_Group,2022-01-12,2022-01-17,2022-01,2022,Office Supplies,Delivered,1563,77.96,70.8,41,Yes,121851.48,110660.4,11191.08,9.18,2.62,1,1,0,5,Low
PO-00151,Beta_Supplies,2023-11-28,2023-12-07,2023-11,2023,Office Supplies,Delivered,280,73.07,69.29,30,Yes,20459.6,19401.2,1058.4,5.17,10.71,1,1,0,9,High
PO-00152,Delta_Logistics,2022-04-28,2022-05-12,2022-04,2022,Raw Materials,Delivered,1067,74.47,64.16,0,No,79459.49,68458.72,11000.77,13.84,0.0,0,1,0,14,Medium
PO-00153,Gamma_Co,2023-11-30,2023-12-17,2023-11,2023,Electronics,Pending,90,32.38,29.96,7,Yes,2914.2,2696.4,217.8,7.47,7.78,1,0,0,17,Medium
PO-00154,Gamma_Co,2023-07-04,2023-07-05,2023-07,2023,Raw Materials,Delivered,1101,24.28,22.73,59,No,26732.28,25025.73,1706.55,6.38,5.36,0,1,0,1,High
PO-00155,Alpha_Inc,2022-10-01,2022-10-11,2022-10,2022,Raw Materials,Delivered,184,11.82,10.51,4,Yes,2174.88,1933.84,241.04,11.08,2.17,1,1,0,10,Low
PO-00156,Epsilon_Group,2023-10-19,2023-11-07,2023-10,2023,Electronics,Delivered,250,45.92,41.02,3,Yes,11480.0,10255.0,1225.0,10.67,1.2,1,1,0,19,Low
PO-00157,Epsilon_Group,2022-12-15,,2022-12,2022,Packaging,Cancelled,1913,66.56,61.34,61,Yes,127329.28,117343.42,9985.86,7.84,3.19,1,0,1,,Low
PO-00158,Beta_Supplies,2022-04-25,2022-04-30,2022-04,2022,Electronics,Delivered,829,45.98,40.39,0,Yes,38117.42,33483.31,4634.11,12.16,0.0,1,1,0,5,Low
PO-00159,Delta_Logistics,2022-10-28,2022-11-13,2022-10,2022,Raw Materials,Delivered,979,51.59,49.69,148,Yes,50506.61,48646.51,1860.1,3.68,15.12,1,1,0,16,High
PO-00160,Epsilon_Group,2023-03-22,2023-04-09,2023-03,2023,Electronics,Partially Delivered,1106,97.77,90.45,31,Yes,108133.62,100037.7,8095.92,7.49,2.8,1,0,0,18,Low
PO-00161,Delta_Logistics,2022-06-11,2022-06-24,2022-06,2022,Office Supplies,Pending,1121,42.38,38.34,152,Yes,47507.98,42979.14,4528.84,9.53,13.56,1,0,0,13,High
PO-00162,Alpha_Inc,2023-04-10,2023-04-21,2023-04,2023,Office Supplies,Delivered,552,60.48,56.78,10,Yes,33384.96,31342.56,2042.4,6.12,1.81,1,1,0,11,Low
PO-00163,Gamma_Co,2022-01-04,2022-01-12,2022-01,2022,Packaging,Delivered,456,80.53,77.86,26,Yes,36721.68,35504.16,1217.52,3.32,5.7,1,1,0,8,Medium
PO-00164,Delta_Logistics,2022-09-27,2022-10-05,2022-09,2022,Packaging,Delivered,1647,47.52,44.92,0,Yes,78265.44,73983.24,4282.2,5.47,0.0,1,1,0,8,Low
PO-00165,Epsilon_Group,2023-05-28,2023-06-11,2023-05,2023,Electronics,Pending,1801,71.27,61.24,43,Yes,128357.27,110293.24,18064.03,14.07,2.39,1,0,0,14,Low
PO-00166,Gamma_Co,2022-07-02,2022-07-18,2022-07,2022,Electronics,Delivered,854,90.24,85.53,0,Yes,77064.96,73042.62,4022.34,5.22,0.0,1,1,0,16,Low
PO-00167,Delta_Logistics,2023-06-04,2023-06-17,2023-06,2023,Electronics,Delivered,148,103.57,98.62,23,No,15328.36,14595.76,732.6,4.78,15.54,0,1,0,13,High
PO-00168,Delta_Logistics,2022-04-19,2022-04-24,2022-04,2022,MRO,Delivered,733,23.59,22.85,92,Yes,17291.47,16749.05,542.42,3.14,12.55,1,1,0,5,High
PO-00169,Beta_Supplies,2023-10-03,2023-10-05,2023-10,2023,Raw Materials,Delivered,1945,103.2,88.56,0,Yes,200724.0,172249.2,28474.8,14.19,0.0,1,1,0,2,Low
PO-00170,Gamma_Co,2022-11-02,2022-11-21,2022-11,2022,Raw Materials,Delivered,775,57.0,49.14,48,Yes,44175.0,38083.5,6091.5,13.79,6.19,1,1,0,19,Medium
PO-00171,Delta_Logistics,2023-10-17,2023-10-21,2023-10,2023,Packaging,Delivered,1620,36.73,33.45,235,No,59502.6,54189.0,5313.6,8.93,14.51,0,1,0,4,High
PO-00172,Beta_Supplies,2023-06-04,2023-06-19,2023-06,2023,Office Supplies,Delivered,1010,55.68,50.86,0,Yes,56236.8,51368.6,4868.2,8.66,0.0,1,1,0,15,Low
PO-00173,Epsilon_Group,2023-09-16,2023-10-01,2023-09,2023,Office Supplies,Delivered,1812,108.02,101.02,51,Yes,195732.24,183048.24,12684.0,6.48,2.81,1,1,0,15,Low
PO-00174,Delta_Logistics,2022-07-23,2022-07-28,2022-07,2022,Office Supplies,Delivered,662,55.97,50.0,100,Yes,37052.14,33100.0,3952.14,10.67,15.11,1,1,0,5,High
PO-00175,Beta_Supplies,2022-06-06,2022-06-11,2022-06,2022,Office Supplies,Pending,1535,40.58,38.71,165,Yes,62290.3,59419.85,2870.45,4.61,10.75,1,0,0,5,High
PO-00176,Beta_Supplies,2023-01-18,2023-01-27,2023-01,2023,Raw Materials,Delivered,692,71.03,67.74,70,Yes,49152.76,46876.08,2276.68,4.63,10.12,1,1,0,9,High
PO-00177,Gamma_Co,2022-06-15,2022-06-28,2022-06,2022,MRO,Delivered,1842,32.4,28.08,96,Yes,59680.8,51723.36,7957.44,13.33,5.21,1,1,0,13,Medium
PO-00178,Beta_Supplies,2023-07-07,2023-07-18,2023-07,2023,Office Supplies,Cancelled,1078,18.34,17.41,102,Yes,19770.52,18767.98,1002.54,5.07,9.46,1,0,1,11,High
PO-00179,Delta_Logistics,2023-06-28,2023-07-16,2023-06,2023,Packaging,Delivered,1291,23.44,22.23,0,Yes,30261.04,28698.93,1562.11,5.16,0.0,1,1,0,18,Low
PO-00180,Alpha_Inc,2022-01-01,2022-01-12,2022-01,2022,Electronics,Delivered,552,21.52,18.79,13,Yes,11879.04,10372.08,1506.96,12.69,2.36,1,1,0,11,Low
PO-00181,Epsilon_Group,2023-09-06,2023-09-22,2023-09,2023,Electronics,Delivered,816,26.04,25.61,28,Yes,21248.64,20897.76,350.88,1.65,3.43,1,1,0,16,Low
PO-00182,Delta_Logistics,2022-11-28,2022-11-30,2022-11,2022,Packaging,Delivered,447,23.62,21.81,50,Yes,10558.14,9749.07,809.07,7.66,11.19,1,1,0,2,High
PO-00183,Delta_Logistics,2023-05-16,2023-05-24,2023-05,2023,Packaging,Partially Delivered,920,73.09,70.14,0,Yes,67242.8,64528.8,2714.0,4.04,0.0,1,0,0,8,Low
PO-00184,Epsilon_Group,2022-01-20,2022-01-30,2022-01,2022,Packaging,Partially Delivered,844,26.37,25.08,38,Yes,22256.28,21167.52,1088.76,4.89,4.5,1,0,0,10,Low
PO-00185,Epsilon_Group,2022-04-25,,2022-04,2022,MRO,Delivered,442,41.73,36.45,15,Yes,18444.66,16110.9,2333.76,12.65,3.39,1,1,0,,Low
PO-00186,Beta_Supplies,2023-01-07,2023-01-21,2023-01,2023,Electronics,Cancelled,256,96.15,83.44,26,Yes,24614.4,21360.64,3253.76,13.22,10.16,1,0,1,14,High
PO-00187,Delta_Logistics,2022-11-11,,2022-11,2022,MRO,Partially Delivered,1088,55.29,53.04,161,No,60155.52,57707.52,2448.0,4.07,14.8,0,0,0,,High
PO-00188,Beta_Supplies,2022-09-03,2022-09-07,2022-09,2022,Office Supplies,Delivered,1931,72.88,64.69,187,Yes,140731.28,124916.39,15814.89,11.24,9.68,1,1,0,4,High
PO-00189,Gamma_Co,2022-03-01,2022-03-11,2022-03,2022,Electronics,Delivered,1627,25.76,25.09,74,Yes,41911.52,40821.43,1090.09,2.6,4.55,1,1,0,10,Low
PO-00190,Beta_Supplies,2022-09-04,,2022-09,2022,Packaging,Delivered,941,28.4,27.21,0,No,26724.4,25604.61,1119.79,4.19,0.0,0,1,0,,Medium
PO-00191,Gamma_Co,2023-08-04,2023-08-06,2023-08,2023,MRO,Delivered,1534,14.98,12.79,0,Yes,22979.32,19619.86,3359.46,14.62,0.0,1,1,0,2,Low
PO-00192,Alpha_Inc,2022-03-22,2022-04-03,2022-03,2022,Raw Materials,Delivered,1764,25.46,24.52,46,Yes,44911.44,43253.28,1658.16,3.69,2.61,1,1,0,12,Low
PO-00193,Delta_Logistics,2022-03-29,2022-04-06,2022-03,2022,Electronics,Delivered,1648,35.42,31.46,0,No,58372.16,51846.08,6526.08,11.18,0.0,0,1,0,8,Medium
PO-00194,Gamma_Co,2023-05-13,2023-06-01,2023-05,2023,Packaging,Delivered,913,28.01,24.06,53,Yes,25573.13,21966.78,3606.35,14.1,5.81,1,1,0,19,Medium
PO-00195,Alpha_Inc,2022-03-12,2022-03-18,2022-03,2022,Packaging,Cancelled,792,18.16,17.25,17,Yes,14382.72,13662.0,720.72,5.01,2.15,1,0,1,6,Low
PO-00196,Epsilon_Group,2023-06-30,2023-07-03,2023-06,2023,Office Supplies,Partially Delivered,1314,22.63,21.06,44,Yes,29735.82,27672.84,2062.98,6.94,3.35,1,0,0,3,Low
PO-00197,Beta_Supplies,2022-05-09,2022-05-22,2022-05,2022,MRO,Delivered,613,52.5,45.19,70,Yes,32182.5,27701.47,4481.03,13.92,11.42,1,1,0,13,High
PO-00198,Alpha_Inc,2022-05-12,2022-05-20,2022-05,2022,Office Supplies,Delivered,1070,29.14,26.63,24,Yes,31179.8,28494.1,2685.7,8.61,2.24,1,1,0,8,Low
PO-00199,Gamma_Co,2023-11-07,2023-11-26,2023-11,2023,Raw Materials,Partially Delivered,145,47.49,42.76,6,Yes,6886.05,6200.2,685.85,9.96,4.14,1,0,0,19,Low
PO-00200,Delta_Logistics,2023-05-02,2023-05-17,2023-05,2023,Raw Materials,Delivered,1973,59.73,54.95,291,Yes,117847.29,108416.35,9430.94,8.0,14.75,1,1,0,15,High
PO-00201,Epsilon_Group,2023-07-17,2023-08-01,2023-07,2023,Office Supplies,Delivered,1807,78.63,73.08,100,Yes,142084.41,132055.56,10028.85,7.06,5.53,1,1,0,15,Medium
PO-00202,Epsilon_Group,2022-06-19,2022-06-20,2022-06,2022,Electronics,Delivered,534,13.88,12.51,100,Yes,7411.92,6680.34,731.58,9.87,18.73,1,1,0,1,High
PO-00203,Alpha_Inc,2022-09-29,2022-10-14,2022-09,2022,Electronics,Delivered,1480,85.22,75.48,100,Yes,126125.6,111710.4,14415.2,11.43,6.76,1,1,0,15,Medium
PO-00204,Alpha_Inc,2023-06-25,,2023-06,2023,Office Supplies,Delivered,280,72.16,62.38,100,Yes,20204.8,17466.4,2738.4,13.55,35.71,1,1,0,,High
PO-00205,Beta_Supplies,2023-09-14,2023-09-20,2023-09,2023,Office Supplies,Cancelled,798,19.09,17.76,100,Yes,15233.82,14172.48,1061.34,6.97,12.53,1,0,1,6,High
PO-00206,Epsilon_Group,2023-03-10,2023-03-22,2023-03,2023,Electronics,Delivered,1728,94.83,90.2,100,Yes,163866.24,155865.6,8000.64,4.88,5.79,1,1,0,12,Medium
PO-00207,Epsilon_Group,2022-08-05,,2022-08,2022,MRO,Delivered,1244,96.13,84.78,43,Yes,119585.72,105466.32,14119.4,11.81,3.46,1,1,0,,Low
PO-00208,Beta_Supplies,2023-07-07,2023-07-21,2023-07,2023,Office Supplies,Delivered,590,16.89,15.56,46,No,9965.1,9180.4,784.7,7.87,7.8,0,1,0,14,High
PO-00209,Delta_Logistics,2023-12-08,2023-12-23,2023-12,2023,Packaging,Delivered,1109,38.93,33.33,152,Yes,43173.37,36962.97,6210.4,14.38,13.71,1,1,0,15,High
PO-00210,Beta_Supplies,2022-07-25,2022-08-01,2022-07,2022,MRO,Delivered,574,85.03,82.55,54,Yes,48807.22,47383.7,1423.52,2.92,9.41,1,1,0,7,High
PO-00211,Gamma_Co,2024-01-01,,2024-01,2024,Office Supplies,Delivered,1233,86.62,76.59,65,Yes,106802.46,94435.47,12366.99,11.58,5.27,1,1,0,,Medium
PO-00212,Gamma_Co,2022-11-16,2022-11-20,2022-11,2022,Packaging,Delivered,1912,27.94,25.59,83,No,53421.28,48928.08,4493.2,8.41,4.34,0,1,0,4,Medium
PO-00213,Alpha_Inc,2023-02-13,2023-03-04,2023-02,2023,Packaging,Delivered,1772,30.72,27.76,46,No,54435.84,49190.72,5245.12,9.64,2.6,0,1,0,19,Medium
PO-00214,Beta_Supplies,2023-11-19,2023-11-29,2023-11,2023,Office Supplies,Delivered,1316,48.11,41.9,135,Yes,63312.76,55140.4,8172.36,12.91,10.26,1,1,0,10,High
PO-00215,Beta_Supplies,2023-10-28,,2023-10,2023,Office Supplies,Delivered,1159,59.24,58.08,0,Yes,68659.16,67314.72,1344.44,1.96,0.0,1,1,0,,Low
PO-00216,Alpha_Inc,2023-01-18,2023-01-31,2023-01,2023,Office Supplies,Delivered,1869,69.58,67.5,31,Yes,130045.02,126157.5,3887.52,2.99,1.66,1,1,0,13,Low
PO-00217,Delta_Logistics,2023-03-25,2023-04-13,2023-03,2023,Packaging,Delivered,627,46.23,42.87,0,Yes,28986.21,26879.49,2106.72,7.27,0.0,1,1,0,19,Low
PO-00218,Beta_Supplies,2023-06-14,2023-06-16,2023-06,2023,Raw Materials,Pending,731,56.02,54.78,70,No,40950.62,40044.18,906.44,2.21,9.58,0,0,0,2,High
PO-00219,Epsilon_Group,2023-04-08,,2023-04,2023,Office Supplies,Cancelled,606,83.07,79.22,16,Yes,50340.42,48007.32,2333.1,4.63,2.64,1,0,1,,Low
PO-00220,Beta_Supplies,2022-05-04,2022-05-14,2022-05,2022,Office Supplies,Delivered,1647,13.57,12.33,157,Yes,22349.79,20307.51,2042.28,9.14,9.53,1,1,0,10,High
PO-00221,Delta_Logistics,2022-09-11,2022-09-19,2022-09,2022,MRO,Delivered,1062,34.03,30.46,0,Yes,36139.86,32348.52,3791.34,10.49,0.0,1,1,0,8,Low
PO-00222,Beta_Supplies,2022-08-19,2022-08-31,2022-08,2022,Office Supplies,Delivered,695,76.8,69.76,0,No,53376.0,48483.2,4892.8,9.17,0.0,0,1,0,12,Medium
PO-00223,Epsilon_Group,2022-03-07,2022-03-14,2022-03,2022,MRO,Delivered,845,91.47,86.97,0,Yes,77292.15,73489.65,3802.5,4.92,0.0,1,1,0,7,Low
PO-00224,Gamma_Co,2022-12-13,2022-12-18,2022-12,2022,MRO,Delivered,1101,59.13,52.51,54,Yes,65102.13,57813.51,7288.62,11.2,4.9,1,1,0,5,Low
PO-00225,Gamma_Co,2022-01-22,2022-01-24,2022-01,2022,Raw Materials,Delivered,1693,57.89,49.84,88,Yes,98007.77,84379.12,13628.65,13.91,5.2,1,1,0,2,Medium
PO-00226,Delta_Logistics,2023-08-26,2023-09-10,2023-08,2023,Office Supplies,Cancelled,1629,21.51,19.41,250,No,35039.79,31618.89,3420.9,9.76,15.35,0,0,1,15,High
PO-00227,Delta_Logistics,2023-07-22,2023-08-03,2023-07,2023,Raw Materials,Delivered,1413,54.79,50.42,0,Yes,77418.27,71243.46,6174.81,7.98,0.0,1,1,0,12,Low
PO-00228,Epsilon_Group,2022-08-24,2022-08-27,2022-08,2022,Packaging,Delivered,1871,59.96,58.54,47,Yes,112185.16,109528.34,2656.82,2.37,2.51,1,1,0,3,Low
PO-00229,Gamma_Co,2023-08-26,,2023-08,2023,Raw Materials,Delivered,1404,34.85,30.5,78,Yes,48929.4,42822.0,6107.4,12.48,5.56,1,1,0,,Medium
PO-00230,Gamma_Co,2022-08-14,2022-08-28,2022-08,2022,Electronics,Delivered,1713,35.43,34.11,74,Yes,60691.59,58430.43,2261.16,3.73,4.32,1,1,0,14,Low
PO-00231,Gamma_Co,2022-01-08,2022-01-13,2022-01,2022,Electronics,Delivered,1579,43.96,43.41,74,Yes,69412.84,68544.39,868.45,1.25,4.69,1,1,0,5,Low
PO-00232,Gamma_Co,2022-03-14,2022-03-26,2022-03,2022,Electronics,Delivered,1421,11.92,11.72,76,Yes,16938.32,16654.12,284.2,1.68,5.35,1,1,0,12,Medium
PO-00233,Epsilon_Group,2023-12-26,2024-01-04,2023-12,2023,MRO,Delivered,1546,43.47,37.37,53,Yes,67204.62,57774.02,9430.6,14.03,3.43,1,1,0,9,Low
PO-00234,Delta_Logistics,2023-10-09,2023-10-18,2023-10,2023,Electronics,Delivered,1304,32.08,29.36,0,Yes,41832.32,38285.44,3546.88,8.48,0.0,1,1,0,9,Low
PO-00235,Delta_Logistics,2022-03-02,,2022-03,2022,Raw Materials,Delivered,239,39.87,35.47,32,Yes,9528.93,8477.33,1051.6,11.04,13.39,1,1,0,,High
PO-00236,Alpha_Inc,2022-08-23,,2022-08,2022,Office Supplies,Delivered,1298,21.51,20.83,0,Yes,27919.98,27037.34,882.64,3.16,0.0,1,1,0,,Low
PO-00237,Delta_Logistics,2022-03-11,,2022-03,2022,MRO,Delivered,1458,91.05,81.56,220,Yes,132750.9,118914.48,13836.42,10.42,15.09,1,1,0,,High
PO-00238,Gamma_Co,2022-02-02,2022-02-13,2022-02,2022,MRO,Delivered,1450,63.74,59.11,71,Yes,92423.0,85709.5,6713.5,7.26,4.9,1,1,0,11,Low
PO-00239,Beta_Supplies,2022-12-05,2022-12-20,2022-12,2022,Electronics,Delivered,1356,75.03,63.86,131,Yes,101740.68,86594.16,15146.52,14.89,9.66,1,1,0,15,High
PO-00240,Gamma_Co,2022-03-14,,2022-03,2022,Packaging,Delivered,682,81.84,71.86,40,Yes,55814.88,49008.52,6806.36,12.19,5.87,1,1,0,,Medium
PO-00241,Gamma_Co,2023-06-11,2023-06-19,2023-06,2023,Packaging,Delivered,677,59.52,55.29,39,Yes,40295.04,37431.33,2863.71,7.11,5.76,1,1,0,8,Medium
PO-00242,Delta_Logistics,2022-09-01,2022-09-14,2022-09,2022,Office Supplies,Delivered,1022,18.54,16.55,150,Yes,18947.88,16914.1,2033.78,10.73,14.68,1,1,0,13,High
PO-00243,Alpha_Inc,2022-10-13,,2022-10,2022,Raw Materials,Delivered,1818,60.96,57.13,41,Yes,110825.28,103862.34,6962.94,6.28,2.26,1,1,0,,Low
PO-00244,Epsilon_Group,2023-11-17,2023-11-29,2023-11,2023,Electronics,Delivered,1332,69.73,63.8,41,Yes,92880.36,84981.6,7898.76,8.5,3.08,1,1,0,12,Low
PO-00245,Beta_Supplies,2023-05-13,2023-05-26,2023-05,2023,Raw Materials,Delivered,1432,83.26,77.67,174,Yes,119228.32,111223.44,8004.88,6.71,12.15,1,1,0,13,High
PO-00246,Beta_Supplies,2022-08-08,2022-08-26,2022-08,2022,Packaging,Pending,759,50.56,46.47,63,No,38375.04,35270.73,3104.31,8.09,8.3,0,0,0,18,High
PO-00247,Alpha_Inc,2023-07-07,2023-07-19,2023-07,2023,Packaging,Delivered,1529,23.42,22.44,30,Yes,35809.18,34310.76,1498.42,4.18,1.96,1,1,0,12,Low
PO-00248,Gamma_Co,2022-05-16,2022-05-25,2022-05,2022,Electronics,Delivered,1484,36.25,31.8,61,Yes,53795.0,47191.2,6603.8,12.28,4.11,1,1,0,9,Low
PO-00249,Epsilon_Group,2023-08-08,2023-08-20,2023-08,2023,Packaging,Delivered,698,46.73,45.61,15,Yes,32617.54,31835.78,781.76,2.4,2.15,1,1,0,12,Low
PO-00250,Epsilon_Group,2023-08-14,2023-08-22,2023-08,2023,Packaging,Pending,367,74.61,71.36,13,Yes,27381.87,26189.12,1192.75,4.36,3.54,1,0,0,8,Low
PO-00251,Epsilon_Group,2023-04-30,2023-05-20,2023-04,2023,Office Supplies,Partially Delivered,1750,65.97,58.34,50,Yes,115447.5,102095.0,13352.5,11.57,2.86,1,0,0,20,Low
PO-00252,Delta_Logistics,2022-09-06,2022-09-24,2022-09,2022,Office Supplies,Partially Delivered,1298,43.73,37.21,0,No,56761.54,48298.58,8462.96,14.91,0.0,0,0,0,18,Medium
PO-00253,Gamma_Co,2023-04-30,2023-05-20,2023-04,2023,Packaging,Delivered,1892,106.2,96.37,93,Yes,200930.4,182332.04,18598.36,9.26,4.92,1,1,0,20,Low
PO-00254,Beta_Supplies,2023-02-21,2023-02-24,2023-02,2023,Electronics,Delivered,1307,68.71,60.64,141,Yes,89803.97,79256.48,10547.49,11.75,10.79,1,1,0,3,High
PO-00255,Beta_Supplies,2022-07-14,2022-07-29,2022-07,2022,Electronics,Delivered,733,32.29,29.01,78,Yes,23668.57,21264.33,2404.24,10.16,10.64,1,1,0,15,High
PO-00256,Gamma_Co,2022-04-07,,2022-04,2022,Packaging,Delivered,713,19.45,18.82,31,Yes,13867.85,13418.66,449.19,3.24,4.35,1,1,0,,Low
PO-00257,Beta_Supplies,2022-04-10,2022-04-24,2022-04,2022,Packaging,Delivered,1900,24.11,23.45,188,Yes,45809.0,44555.0,1254.0,2.74,9.89,1,1,0,14,High
PO-00258,Delta_Logistics,2023-11-06,2023-11-08,2023-11,2023,MRO,Cancelled,1447,35.67,35.07,224,No,51614.49,50746.29,868.2,1.68,15.48,0,0,1,2,High
PO-00259,Epsilon_Group,2023-03-18,,2023-03,2023,Office Supplies,Delivered,1745,26.17,22.25,55,Yes,45666.65,38826.25,6840.4,14.98,3.15,1,1,0,,Low
PO-00260,Beta_Supplies,2022-12-29,2023-01-14,2022-12,2022,Office Supplies,Delivered,1681,28.26,26.62,143,Yes,47505.06,44748.22,2756.84,5.8,8.51,1,1,0,16,High
PO-00261,Delta_Logistics,2023-03-10,2023-03-18,2023-03,2023,Electronics,Delivered,1545,38.15,36.96,214,Yes,58941.75,57103.2,1838.55,3.12,13.85,1,1,0,8,High
PO-00262,Epsilon_Group,2023-02-25,2023-03-02,2023-02,2023,Raw Materials,Delivered,1306,27.27,25.96,39,Yes,35614.62,33903.76,1710.86,4.8,2.99,1,1,0,5,Low
PO-00263,Gamma_Co,2023-04-24,2023-05-06,2023-04,2023,Raw Materials,Delivered,1765,97.51,84.3,65,Yes,172105.15,148789.5,23315.65,13.55,3.68,1,1,0,12,Low
PO-00264,Gamma_Co,2022-02-25,2022-03-15,2022-02,2022,Packaging,Cancelled,1186,17.31,16.0,64,Yes,20529.66,18976.0,1553.66,7.57,5.4,1,0,1,18,Medium
PO-00265,Delta_Logistics,2023-11-21,2023-11-26,2023-11,2023,Packaging,Delivered,1903,63.5,56.09,254,Yes,120840.5,106739.27,14101.23,11.67,13.35,1,1,0,5,High
PO-00266,Delta_Logistics,2023-11-01,2023-11-05,2023-11,2023,MRO,Delivered,1570,52.1,47.87,0,No,81797.0,75155.9,6641.1,8.12,0.0,0,1,0,4,Medium
PO-00267,Delta_Logistics,2023-10-24,2023-11-13,2023-10,2023,MRO,Delivered,491,108.75,93.35,0,No,53396.25,45834.85,7561.4,14.16,0.0,0,1,0,20,Medium
PO-00268,Beta_Supplies,2022-04-11,2022-04-20,2022-04,2022,Electronics,Partially Delivered,613,20.38,20.17,58,Yes,12492.94,12364.21,128.73,1.03,9.46,1,0,0,9,High
PO-00269,Gamma_Co,2022-03-04,2022-03-16,2022-03,2022,Raw Materials,Partially Delivered,1341,46.27,43.94,63,Yes,62048.07,58923.54,3124.53,5.04,4.7,1,0,0,12,Low
PO-00270,Beta_Supplies,2023-02-17,2023-03-04,2023-02,2023,MRO,Partially Delivered,1583,103.57,89.38,164,Yes,163951.31,141488.54,22462.77,13.7,10.36,1,0,0,15,High
PO-00271,Beta_Supplies,2022-12-14,,2022-12,2022,Raw Materials,Cancelled,1880,92.73,90.78,173,Yes,174332.4,170666.4,3666.0,2.1,9.2,1,0,1,,High
PO-00272,Epsilon_Group,2022-04-22,2022-04-26,2022-04,2022,MRO,Delivered,1459,84.79,82.72,47,Yes,123708.61,120688.48,3020.13,2.44,3.22,1,1,0,4,Low
PO-00273,Delta_Logistics,2022-09-12,,2022-09,2022,Office Supplies,Delivered,1460,34.54,31.87,208,No,50428.4,46530.2,3898.2,7.73,14.25,0,1,0,,High
PO-00274,Beta_Supplies,2022-07-16,2022-07-28,2022-07,2022,Packaging,Partially Delivered,1186,26.14,24.78,112,Yes,31002.04,29389.08,1612.96,5.2,9.44,1,0,0,12,High
PO-00275,Epsilon_Group,2022-07-14,2022-07-23,2022-07,2022,MRO,Pending,1686,72.28,65.21,53,Yes,121864.08,109944.06,11920.02,9.78,3.14,1,0,0,9,Low
PO-00276,Alpha_Inc,2023-07-04,2023-07-08,2023-07,2023,MRO,Delivered,1698,102.07,100.69,28,Yes,173314.86,170971.62,2343.24,1.35,1.65,1,1,0,4,Low
PO-00277,Epsilon_Group,2023-04-05,,2023-04,2023,Electronics,Delivered,1001,64.62,55.7,32,Yes,64684.62,55755.7,8928.92,13.8,3.2,1,1,0,,Low
PO-00278,Alpha_Inc,2022-05-24,2022-05-27,2022-05,2022,Office Supplies,Delivered,1154,62.67,54.11,25,Yes,72321.18,62442.94,9878.24,13.66,2.17,1,1,0,3,Low
PO-00279,Alpha_Inc,2023-03-09,2023-03-29,2023-03,2023,Packaging,Cancelled,748,37.66,32.71,0,No,28169.68,24467.08,3702.6,13.14,0.0,0,0,1,20,Medium
PO-00280,Alpha_Inc,2022-07-07,,2022-07,2022,Office Supplies,Delivered,162,81.63,78.76,2,Yes,13224.06,12759.12,464.94,3.52,1.23,1,1,0,,Low
PO-00281,Alpha_Inc,2022-10-13,2022-10-24,2022-10,2022,Packaging,Delivered,51,28.04,24.13,0,Yes,1430.04,1230.63,199.41,13.94,0.0,1,1,0,11,Low
PO-00282,Delta_Logistics,2023-04-19,2023-04-24,2023-04,2023,Office Supplies,Delivered,691,42.07,39.1,106,Yes,29070.37,27018.1,2052.27,7.06,15.34,1,1,0,5,High
PO-00283,Beta_Supplies,2022-09-13,2022-09-20,2022-09,2022,Office Supplies,Delivered,269,50.22,45.75,32,No,13509.18,12306.75,1202.43,8.9,11.9,0,1,0,7,High
PO-00284,Beta_Supplies,2022-03-19,2022-04-06,2022-03,2022,Electronics,Pending,1639,56.24,55.4,147,Yes,92177.36,90800.6,1376.76,1.49,8.97,1,0,0,18,High
